0,1,2,3,4,5,6,7
-20.106310539245605,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0
-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0
-120.0,-20.1383136177063,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0
-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0
-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0
-120.0,-120.0,-120.0,-20.17054714679718,-120.0,-120.0,-120.0,-120.0
-120.0,-120.0,-120.0,-120.0,-120.0,-20.202268252372743,-120.0,-120.0
-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-120.0
-120.0,-120.0,-120.0,-120.0,-120.0,-120.0,-20.234924907684327,-20.339331102371215
